1278352.4835164836,11473666,667676,
1275171.884115884,7952694,623706,
1385294.8371628372,18045720,635541,
1485759.160839161,21203744,583330,
1262388.12987013,7834699,548202,
1220342.94005994,3280904,631213,
1267300.6963036964,8626687,601960,
1380057.984015984,8941259,594275,
1547325.4285714286,9653027,615529,
1789080.937062937,9513591,647896,
1747337.3976023977,9695781,621675,
1821970.3976023977,10697689,626456,
1328257.7592407593,8443657,618910,
1480720.7462537463,12638939,662121,
1316624.2077922078,9656525,579253,
1463099.8121878123,17615751,613330,
1447555.8431568432,37198410,639276,
1280188.863136863,8522220,646701,
1279169.4265734265,9153536,622378,
1457934.5474525474,14740556,677454,
1228204.7792207792,7326414,641585,
1263649.8261738261,7770334,642841,
1340329.1968031968,8557933,637999,
1397889.0749250748,12894039,620839,
1285528.7792207792,7347842,668397,
1425210.97002997,10179779,628934,
1229654.8291708292,7554234,619637,
1275812.4985014985,7295129,621242,
1332956.115884116,6746214,643047,
1255447.2977022978,15214193,649629,
